,Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,TotalLivingSF,TotalMainBath,TotalBath,AgeSold,TotalPorchSF,TotalSF,TotalArea,GarageAgeSold,LastRemodelYrs,NbhdPricePerSF
808,809,80,85.0,13400,5,5,1966,1966,6,3,1047.0,2,2,2,516,128,380,1024,2,2,1,3,1086,0,0,1086,1,0,1,0,3,1,2,6,1,4,1966.0,2,2,484,3,0,0,0,0,0,0,0,6,2006,159950,2110,1.0,2.0,40,0,1730,2594,40.0,40,62.495892085837696
809,810,75,90.0,8100,5,5,1898,1965,0,0,0.0,2,2,3,0,0,849,849,2,2,0,2,1075,1063,0,2138,0,0,2,0,2,3,2,11,0,2,1910.0,1,2,360,2,40,156,0,0,0,0,0,11,2009,106000,2987,2.0,2.0,111,196,2138,3347,99.0,44,56.50343751827948
810,811,20,78.0,10140,6,6,1974,1999,3,3,99.0,2,2,2,663,377,0,1040,2,1,1,3,1309,0,0,1309,1,0,1,1,3,1,3,5,1,4,1974.0,2,2,484,3,265,0,0,0,0,648,0,1,2006,181000,2349,1.5,2.5,32,265,2349,2833,32.0,7,65.60556289753659
811,812,120,0.0,4438,6,5,2004,2004,6,3,169.0,3,2,3,662,0,186,848,2,4,1,3,848,0,0,848,1,0,1,0,1,1,3,4,1,4,2004.0,3,2,420,3,140,0,0,0,0,0,0,6,2008,144500,1696,1.0,2.0,4,140,1510,2116,4.0,4,75.04142143422128
812,813,20,66.0,8712,5,5,1952,1952,1,0,0.0,1,2,2,0,0,540,540,2,2,0,2,1044,0,0,1044,0,0,1,0,2,1,1,4,0,3,1952.0,1,2,504,3,0,0,0,0,0,0,54,6,2010,55993,1584,1.0,1.0,58,0,1044,2088,58.0,58,53.85268421741216
813,814,20,75.0,9750,6,6,1958,1958,1,3,243.0,2,2,2,608,0,834,1442,2,3,1,3,1442,0,0,1442,0,0,1,1,4,1,2,7,0,4,1958.0,2,1,301,3,0,0,275,0,0,0,500,4,2007,157900,2884,1.5,1.5,49,275,2050,3185,49.0,49,62.495892085837696
814,815,50,45.0,8248,5,7,1918,1950,2,0,0.0,2,2,1,0,0,686,686,1,3,1,3,686,564,0,1250,0,1,1,1,3,1,1,7,0,2,1955.0,1,1,280,3,207,0,96,0,0,0,0,7,2006,116000,1936,1.5,2.0,88,303,1250,2216,51.0,56,57.244515282205136
815,816,20,48.0,12137,7,5,1998,1998,6,3,442.0,2,2,3,0,0,1649,1649,2,4,1,3,1661,0,0,1661,0,0,2,0,3,1,3,6,0,4,1998.0,2,2,598,3,0,34,0,0,0,0,0,5,2010,224900,3310,2.0,2.0,12,34,1661,3908,12.0,12,75.04142143422128
816,817,20,0.0,11425,5,6,1954,1954,5,0,0.0,2,2,2,486,0,522,1008,2,3,1,3,1008,0,0,1008,0,0,1,0,2,1,2,4,1,4,1954.0,2,1,275,3,0,0,120,0,0,0,0,7,2006,137000,2016,1.0,1.0,52,120,1494,2291,52.0,52,62.495892085837696
817,818,20,0.0,13265,8,5,2002,2002,7,3,148.0,3,2,3,1218,0,350,1568,2,4,1,3,1689,0,0,1689,1,0,2,0,3,1,3,7,2,4,2002.0,2,3,857,3,150,59,0,0,0,0,0,7,2008,271000,3257,2.0,3.0,6,209,2907,4114,6.0,6,65.41403406858139
818,819,80,80.0,8816,6,7,1971,1971,3,3,80.0,2,2,2,504,0,506,1010,2,3,1,3,1052,0,0,1052,1,0,1,0,3,1,2,6,0,4,1971.0,1,2,440,3,0,0,0,0,0,0,0,6,2010,155000,2062,1.0,2.0,39,0,1556,2502,39.0,39,70.91761790148465
819,820,120,44.0,6371,7,5,2009,2010,6,4,128.0,3,2,3,733,0,625,1358,2,4,1,3,1358,0,0,1358,1,0,2,0,2,1,3,6,1,4,2010.0,2,2,484,3,192,35,0,0,0,0,0,6,2010,224000,2716,2.0,3.0,1,227,2091,3200,0.0,0,89.88078067216345
820,821,60,72.0,7226,7,5,2003,2003,6,0,0.0,3,2,3,0,0,798,798,2,4,1,3,798,842,0,1640,0,0,2,1,3,1,3,6,0,4,2003.0,2,2,595,3,0,45,0,0,0,0,0,6,2008,183000,2438,2.5,2.5,5,45,1640,3033,5.0,5,75.04142143422128
821,822,20,60.0,6000,4,4,1953,1953,1,0,0.0,1,2,2,0,0,936,936,2,2,0,3,936,0,0,936,0,0,1,0,2,1,2,4,0,2,1974.0,1,2,576,3,0,32,112,0,0,0,0,2,2009,93000,1872,1.0,1.0,56,144,936,2448,35.0,56,56.50343751827948
822,823,60,0.0,12394,7,5,2003,2003,6,0,0.0,3,2,3,0,0,847,847,2,4,1,3,847,886,0,1733,0,0,2,1,3,1,3,7,1,4,2003.0,3,2,433,3,100,48,0,0,0,0,0,10,2007,225000,2580,2.5,2.5,4,148,1733,3013,4.0,4,76.84454061251664
823,824,50,60.0,9900,6,7,1940,1950,6,0,0.0,2,2,1,0,0,778,778,2,2,1,3,944,545,0,1489,0,0,2,0,3,1,2,7,1,2,1940.0,1,1,240,3,335,0,0,0,0,0,0,7,2009,139500,2267,2.0,2.0,69,335,1489,2507,69.0,59,56.219782992682305
824,825,20,81.0,11216,8,5,2006,2006,6,0,0.0,3,2,3,0,0,1489,1489,2,4,1,3,1489,0,0,1489,0,0,2,0,3,1,3,7,1,4,2006.0,2,2,776,3,0,140,0,0,0,0,0,6,2006,232600,2978,2.0,2.0,0,140,1489,3754,0.0,0,82.65035776115711
825,826,20,114.0,14803,10,5,2007,2008,7,3,816.0,4,2,3,1636,0,442,2078,2,4,1,3,2084,0,0,2084,1,0,2,0,2,1,4,7,1,4,2007.0,3,3,1220,3,188,45,0,0,0,0,0,6,2008,385000,4162,2.0,3.0,1,233,3720,5382,1.0,0,89.88078067216345
826,827,45,50.0,6130,5,6,1924,1950,1,0,0.0,2,2,1,784,0,0,784,2,3,1,3,784,0,0,784,1,0,1,0,2,1,3,5,0,0,1900.0,0,0,0,0,0,0,116,0,0,0,0,5,2008,109500,1568,1.0,2.0,84,116,1568,1568,108.0,58,63.70429189835996
827,828,20,65.0,8529,7,5,2001,2001,6,0,0.0,3,2,3,20,0,1434,1454,2,4,1,3,1434,0,0,1434,0,0,2,0,3,1,3,6,1,4,2001.0,2,2,527,3,290,39,0,0,0,0,0,4,2009,189000,2888,2.0,2.0,8,329,1454,3415,8.0,8,71.1354746978608
828,829,60,0.0,28698,5,5,1967,1967,4,0,0.0,2,2,3,249,764,0,1013,2,2,1,3,1160,966,0,2126,0,1,2,1,3,1,2,7,0,4,1967.0,3,2,538,3,486,0,0,0,225,0,0,6,2009,185000,3139,2.5,3.0,42,711,3139,3677,42.0,42,70.91761790148465
829,830,160,24.0,2544,7,5,2005,2005,1,0,0.0,3,2,3,0,0,600,600,2,4,1,3,520,623,80,1223,0,0,2,1,2,1,3,4,0,2,2005.0,2,2,480,3,0,166,0,0,0,0,0,7,2006,147400,1743,2.5,2.5,1,166,1143,2223,1.0,1,82.65035776115711
830,831,20,80.0,11900,6,5,1957,1957,3,3,387.0,2,2,2,1040,0,352,1392,2,2,1,2,1392,0,0,1392,1,0,1,1,3,1,2,6,2,4,1957.0,2,2,458,3,0,0,0,0,192,0,0,6,2008,166000,2784,1.5,2.5,51,192,2432,3242,51.0,51,62.495892085837696
831,832,160,30.0,3180,7,5,2005,2005,1,0,0.0,2,2,3,0,0,600,600,2,4,1,3,520,600,80,1200,0,0,2,1,2,1,3,4,0,2,2005.0,2,2,480,3,0,166,0,0,0,0,0,6,2006,151000,1720,2.5,2.5,1,166,1120,2200,1.0,1,82.65035776115711
832,833,60,44.0,9548,7,6,2003,2003,6,3,223.0,3,2,3,483,0,458,941,2,4,1,3,941,888,0,1829,1,0,2,1,3,1,3,7,1,4,2003.0,2,2,613,3,192,39,0,0,0,0,0,1,2010,237000,2770,2.5,3.5,7,231,2312,3383,7.0,7,75.04142143422128
833,834,20,100.0,10004,6,6,1964,1964,3,3,180.0,2,2,2,196,345,975,1516,2,2,1,3,1516,0,0,1516,0,0,1,1,3,1,2,6,0,4,1964.0,2,2,472,3,0,0,0,0,152,0,0,2,2009,167000,3032,1.5,1.5,45,152,2057,3504,45.0,45,62.495892085837696
834,835,20,75.0,7875,5,6,1961,1961,6,3,136.0,2,2,2,572,0,572,1144,2,3,1,3,1144,0,0,1144,1,0,1,0,3,1,2,6,0,4,1961.0,1,2,456,3,0,0,0,0,0,0,0,9,2008,139950,2288,1.0,2.0,47,0,1716,2744,47.0,47,62.495892085837696
835,836,20,60.0,9600,4,7,1950,1995,6,0,0.0,2,2,2,442,0,625,1067,2,2,1,3,1067,0,0,1067,0,0,2,0,2,1,3,4,0,4,1996.0,1,2,436,3,290,0,0,0,0,0,0,2,2010,128000,2134,2.0,2.0,60,290,1509,2570,14.0,15,62.675326605163775
836,837,30,90.0,8100,5,6,1948,1973,6,0,0.0,2,2,1,338,0,1221,1559,2,3,1,3,1559,0,0,1559,1,0,1,0,2,1,2,5,0,2,1948.0,1,2,812,3,0,116,230,0,0,0,0,6,2007,153500,3118,1.0,2.0,59,346,1897,3930,59.0,34,56.50343751827948
837,838,160,21.0,1680,6,5,1973,1973,3,3,158.0,2,2,2,330,0,153,483,2,2,1,3,483,504,0,987,1,0,1,1,2,1,2,5,0,2,1973.0,1,1,264,3,0,0,0,0,0,0,0,11,2008,100000,1470,1.5,2.5,35,0,1317,1734,35.0,35,60.503745521658885
838,839,20,75.0,9525,5,6,1995,2006,6,0,0.0,2,2,3,0,0,1099,1099,2,4,1,3,1099,0,0,1099,0,0,1,1,3,1,3,6,0,4,1999.0,1,1,352,3,278,0,0,0,0,0,0,6,2008,144000,2198,1.5,1.5,13,278,1099,2550,9.0,2,75.04142143422128
839,840,50,70.0,11767,5,6,1946,1995,1,0,0.0,2,2,2,352,0,416,768,2,4,1,3,768,432,0,1200,0,0,1,0,3,1,2,6,0,2,1946.0,1,1,240,3,0,0,0,0,0,0,0,5,2008,130500,1968,1.0,1.0,62,0,1552,2208,62.0,13,57.244515282205136
840,841,70,0.0,12155,6,8,1925,1950,1,0,0.0,2,2,1,156,0,516,672,2,2,0,3,810,672,0,1482,0,0,2,0,4,1,1,7,0,2,1934.0,1,1,400,3,0,0,254,0,0,0,0,3,2008,140000,2154,2.0,2.0,83,254,1638,2554,74.0,58,56.219782992682305
841,842,70,60.0,10440,5,8,1904,2002,1,0,0.0,2,2,3,0,0,650,650,2,3,1,3,958,581,0,1539,0,0,2,0,3,1,3,8,1,2,1983.0,1,2,686,4,70,78,68,0,0,0,0,6,2008,157500,2189,2.0,2.0,104,216,1539,2875,25.0,6,56.50343751827948
842,843,80,82.0,9020,6,7,1966,1966,3,3,183.0,2,2,2,312,539,276,1127,2,2,1,3,1165,0,0,1165,1,0,1,1,3,1,2,6,0,4,1966.0,2,2,490,4,0,129,0,0,0,0,0,5,2008,174900,2292,1.5,2.5,42,129,2016,2782,42.0,42,62.495892085837696
843,844,90,80.0,8000,5,4,1961,1961,5,0,0.0,2,2,2,0,0,1800,1800,2,4,0,3,1800,0,0,1800,0,0,2,0,6,2,2,10,0,0,1900.0,0,0,0,0,0,0,0,0,0,0,0,7,2007,141000,3600,2.0,2.0,46,0,1800,3600,107.0,46,62.495892085837696
844,845,50,100.0,12665,5,8,1915,1950,1,0,0.0,2,2,1,0,0,876,876,2,3,1,3,876,540,0,1416,0,0,1,1,4,1,2,7,1,2,1949.0,1,3,720,3,418,0,194,0,0,0,0,6,2008,153900,2292,1.5,1.5,93,612,1416,3012,59.0,58,56.50343751827948
845,846,85,0.0,16647,5,5,1975,1981,3,0,0.0,2,2,2,1390,0,0,1390,2,2,1,3,1701,0,0,1701,1,0,2,0,3,1,2,6,2,3,1975.0,3,2,611,3,0,0,0,0,0,0,0,1,2007,171000,3091,2.0,3.0,32,0,3091,3702,32.0,26,62.675326605163775
846,847,60,75.0,9317,7,5,1993,1993,3,3,137.0,3,2,3,513,0,227,740,2,4,1,3,1006,769,0,1775,1,0,2,1,3,1,3,7,1,4,1993.0,1,2,425,3,234,72,192,0,0,0,0,7,2009,213000,2515,2.5,3.5,16,498,2288,2940,16.0,16,71.1354746978608
847,848,20,36.0,15523,5,6,1972,1972,3,0,0.0,2,2,2,460,0,404,864,2,4,1,3,864,0,0,864,1,0,1,0,3,1,2,5,1,4,1972.0,1,1,338,3,0,0,0,0,0,0,0,8,2009,133500,1728,1.0,2.0,37,0,1324,2066,37.0,37,75.04142143422128
848,849,50,75.0,45600,6,8,1908,1997,1,0,0.0,2,2,1,0,0,907,907,2,2,1,3,1307,1051,0,2358,0,0,3,0,5,1,2,10,1,2,1908.0,1,2,360,2,486,40,0,0,175,0,0,9,2008,240000,3265,3.0,3.0,100,701,2358,3625,100.0,11,70.91761790148465
849,850,80,80.0,9600,6,7,1976,1994,4,3,360.0,3,3,2,0,0,528,528,2,4,1,3,1094,761,0,1855,0,0,2,1,3,1,2,7,1,4,1976.0,2,2,512,3,113,100,0,0,0,0,0,8,2007,187000,2383,2.5,2.5,31,213,1855,2895,31.0,13,83.46043851286939
850,851,120,36.0,4435,6,5,2003,2003,6,3,170.0,3,2,3,659,0,189,848,2,4,1,3,848,0,0,848,1,0,1,0,1,1,3,3,0,4,2003.0,3,2,420,3,140,0,0,0,0,0,0,11,2007,131500,1696,1.0,2.0,4,140,1507,2116,4.0,4,75.04142143422128
851,852,120,0.0,3196,8,5,2003,2003,6,3,40.0,3,2,3,0,0,1273,1273,2,4,1,3,1456,0,0,1456,0,0,2,0,2,1,3,7,1,4,2003.0,3,2,400,3,143,20,0,0,0,0,0,5,2006,215000,2729,2.0,2.0,3,163,1456,3129,3.0,3,70.80156016242786
852,853,75,53.0,7128,7,5,1941,1950,1,0,0.0,2,3,2,364,0,554,918,2,3,1,3,918,728,0,1646,0,0,2,0,4,1,2,7,2,2,1941.0,1,1,240,3,0,0,0,0,126,0,0,8,2007,164000,2564,2.0,2.0,66,126,2010,2804,66.0,57,74.76968106580541
853,854,80,0.0,12095,6,6,1964,1964,1,3,115.0,2,3,2,564,0,563,1127,2,2,1,3,1445,0,0,1445,0,0,1,1,3,1,2,7,1,4,1964.0,2,2,645,3,180,0,0,0,0,0,0,8,2009,158000,2572,1.5,1.5,45,180,2009,3217,45.0,45,62.495892085837696
854,855,20,102.0,17920,5,4,1955,1974,1,0,0.0,2,2,2,306,1085,372,1763,2,2,1,3,1779,0,0,1779,1,0,1,1,3,1,2,6,1,4,1955.0,1,2,454,3,0,418,0,0,312,0,0,7,2006,170000,3542,1.5,2.5,51,730,3170,3996,51.0,32,62.675326605163775
855,856,20,0.0,6897,5,8,1962,2010,3,0,0.0,2,3,2,659,0,381,1040,2,4,1,3,1040,0,0,1040,1,0,1,1,3,1,2,6,0,2,1962.0,1,1,260,3,0,104,0,0,0,0,0,4,2010,127000,2080,1.5,2.5,48,104,1699,2340,48.0,0,62.675326605163775
856,857,80,0.0,10970,6,6,1978,1978,4,0,0.0,2,2,2,505,435,0,940,2,2,1,3,1026,0,0,1026,1,0,1,0,3,1,2,5,0,2,1981.0,1,2,576,3,0,0,34,0,0,0,0,10,2008,147000,1966,1.0,2.0,30,34,1966,2542,27.0,30,75.04142143422128
857,858,60,65.0,8125,6,5,1994,1995,3,0,0.0,2,2,3,0,0,702,702,2,3,1,3,702,779,0,1481,0,0,2,1,3,1,2,6,1,4,1994.0,3,2,343,3,0,36,0,0,0,0,0,3,2009,174000,2183,2.5,2.5,15,36,1481,2526,15.0,14,76.84454061251664
858,859,20,80.0,10400,7,5,1976,1976,3,3,189.0,2,2,2,0,0,1090,1090,2,2,1,3,1370,0,0,1370,0,0,2,0,3,1,2,6,1,4,1976.0,2,2,479,3,0,0,0,0,0,0,0,6,2009,152000,2460,2.0,2.0,33,0,1370,2939,33.0,33,65.60556289753659
859,860,60,0.0,11029,6,7,1968,1984,3,3,220.0,2,2,2,619,0,435,1054,2,2,1,3,1512,1142,0,2654,1,0,2,1,4,1,3,9,1,4,1968.0,1,2,619,3,0,65,0,0,222,0,0,8,2006,250000,3708,2.5,3.5,38,287,3273,4327,38.0,22,65.60556289753659
860,861,50,55.0,7642,7,8,1918,1998,1,0,0.0,3,2,1,0,0,912,912,2,3,1,3,912,514,0,1426,0,0,1,1,3,1,3,7,1,2,1925.0,1,1,216,3,0,240,0,0,0,0,0,6,2007,189950,2338,1.5,1.5,89,240,1426,2554,82.0,9,74.76968106580541
861,862,190,75.0,11625,5,4,1965,1965,4,0,0.0,2,2,3,841,0,198,1039,2,4,1,3,1039,0,0,1039,1,0,1,1,3,1,2,6,0,4,1965.0,1,2,504,3,0,0,0,0,0,0,0,4,2010,131500,2078,1.5,2.5,45,0,1880,2582,45.0,45,62.675326605163775
862,863,20,81.0,9672,6,5,1984,1985,3,0,0.0,2,2,3,338,0,702,1040,2,2,1,3,1097,0,0,1097,0,0,2,0,3,1,2,6,0,4,1986.0,1,2,480,3,0,0,0,0,0,0,0,5,2010,152000,2137,2.0,2.0,26,0,1435,2617,24.0,25,71.1354746978608
863,864,20,70.0,7931,5,5,1959,1959,5,0,0.0,2,2,2,1148,0,0,1148,2,2,1,3,1148,0,0,1148,1,0,1,0,3,1,2,6,0,4,1959.0,1,1,672,3,0,0,0,0,0,0,0,7,2009,132500,2296,1.0,2.0,50,0,2296,2968,50.0,50,62.495892085837696
864,865,20,72.0,8640,7,5,2007,2008,6,0,0.0,3,2,3,0,0,1372,1372,2,4,1,3,1372,0,0,1372,0,0,2,0,3,1,3,6,0,4,2008.0,3,2,529,3,0,140,0,0,0,0,0,5,2008,250580,2744,2.0,2.0,1,140,1372,3273,0.0,0,82.65035776115711
865,866,20,0.0,8750,5,6,1970,1970,1,3,76.0,2,2,2,828,0,174,1002,2,2,1,3,1002,0,0,1002,1,0,1,0,3,1,2,5,0,2,1973.0,1,2,902,3,0,0,0,0,0,0,0,8,2009,148500,2004,1.0,2.0,39,0,1830,2906,36.0,39,62.495892085837696
866,867,20,67.0,10656,8,5,2006,2007,6,4,274.0,3,2,3,0,0,1638,1638,2,4,1,3,1646,0,0,1646,0,0,2,0,3,1,3,6,1,4,2007.0,2,3,870,3,192,80,0,0,0,0,0,11,2007,248900,3284,2.0,2.0,1,272,1646,4154,0.0,0,78.04628310781021
867,868,20,85.0,6970,4,5,1961,1961,6,0,0.0,2,2,2,932,0,108,1040,2,2,1,3,1120,0,0,1120,1,0,1,1,3,1,1,5,0,4,1961.0,2,2,544,3,168,0,0,0,0,0,400,5,2007,129000,2160,1.5,2.5,46,168,2052,2704,46.0,46,62.675326605163775
868,869,60,0.0,14762,5,6,1948,1950,4,0,0.0,2,2,0,0,0,0,0,2,3,1,3,1547,720,53,2320,0,0,2,0,2,1,2,7,1,4,1979.0,1,2,672,3,120,144,0,0,0,0,0,5,2006,169000,2267,2.0,2.0,58,264,2267,2939,27.0,56,76.84454061251664
869,870,60,80.0,9938,7,5,1993,1994,1,3,246.0,3,2,3,750,0,300,1050,2,4,1,3,1062,887,0,1949,1,0,2,1,3,1,3,8,1,4,1993.0,3,2,574,3,156,90,0,0,0,0,0,6,2010,236000,2999,2.5,3.5,17,246,2699,3573,17.0,16,71.1354746978608
870,871,20,60.0,6600,5,5,1962,1962,1,0,0.0,2,2,2,0,0,894,894,2,3,0,3,894,0,0,894,0,0,1,0,2,1,2,5,0,2,1962.0,1,1,308,3,0,0,0,0,0,0,0,8,2009,109500,1788,1.0,1.0,47,0,894,2096,47.0,47,62.495892085837696
871,872,60,70.0,8750,6,5,1998,1998,6,3,116.0,2,2,3,505,0,299,804,2,4,1,3,804,878,0,1682,0,0,2,1,3,1,3,7,0,4,1998.0,2,2,523,3,0,77,0,0,0,0,0,6,2010,200500,2486,2.5,2.5,12,77,2187,3009,12.0,12,75.04142143422128
872,873,20,74.0,8892,5,7,1953,1996,1,0,0.0,3,2,2,0,0,105,105,2,3,1,3,910,0,0,910,0,0,1,0,3,1,3,5,0,4,1953.0,1,2,414,3,196,0,150,0,0,0,0,10,2008,116000,1015,1.0,1.0,55,346,910,1429,55.0,12,62.495892085837696
873,874,40,60.0,12144,5,7,1949,1950,3,0,0.0,3,2,2,375,0,457,832,2,3,1,3,1036,0,232,1268,0,0,1,0,3,1,2,6,1,4,1949.0,1,1,288,3,0,28,0,0,0,0,0,9,2009,133000,1868,1.0,1.0,60,28,1411,2156,60.0,59,62.495892085837696
874,875,50,52.0,5720,5,6,1941,1950,1,0,0.0,2,2,2,0,0,676,676,2,4,1,3,676,455,0,1131,0,0,1,1,3,1,2,5,0,2,1941.0,1,1,200,3,26,0,0,0,0,0,0,8,2009,66500,1807,1.5,1.5,68,26,1131,2007,68.0,59,56.50343751827948
875,876,60,75.0,9000,8,5,2007,2007,7,0,0.0,3,2,3,64,0,1120,1184,2,4,1,3,1184,1426,0,2610,0,0,2,1,4,1,4,11,1,4,2007.0,3,2,550,3,208,364,0,0,0,0,0,8,2007,303477,3794,2.5,2.5,0,572,2674,4344,0.0,0,82.65035776115711
876,877,20,94.0,25286,4,5,1963,1963,3,0,0.0,2,2,3,633,0,431,1064,2,3,1,3,1040,0,0,1040,1,0,1,0,3,1,2,5,0,4,1963.0,1,2,648,3,0,0,0,0,0,0,0,1,2007,132250,2104,1.0,2.0,44,0,1673,2752,44.0,44,65.41403406858139
877,878,60,74.0,8834,9,5,2004,2005,6,4,216.0,3,2,3,1170,0,292,1462,2,4,1,3,1462,762,0,2224,1,0,2,1,4,1,4,10,1,4,2004.0,3,3,738,3,184,0,0,0,0,0,0,6,2009,350000,3686,2.5,3.5,5,184,3394,4424,5.0,4,89.88078067216345
878,879,85,88.0,11782,5,7,1961,1995,3,0,0.0,2,2,2,899,0,210,1109,2,2,1,3,1155,0,0,1155,1,0,1,0,3,1,3,6,0,2,1987.0,1,2,576,3,192,0,0,0,0,0,400,6,2010,148000,2264,1.0,2.0,49,192,2054,2840,23.0,15,62.675326605163775
879,880,20,0.0,7000,5,8,1978,2005,6,3,90.0,3,3,2,646,0,218,864,2,4,1,3,864,0,0,864,1,0,1,0,3,1,2,6,0,4,1978.0,1,1,336,3,0,0,0,0,0,0,0,7,2009,136500,1728,1.0,2.0,31,0,1510,2064,31.0,4,75.04142143422128
880,881,20,60.0,7024,5,5,2005,2006,6,0,0.0,2,2,3,980,0,110,1090,2,3,1,3,1090,0,0,1090,1,0,1,1,2,1,2,5,0,4,2005.0,3,2,450,3,0,49,0,0,0,0,0,6,2007,157000,2180,1.5,2.5,2,49,2070,2630,2.0,1,57.244515282205136
881,882,50,44.0,13758,7,5,1990,1991,3,3,117.0,3,3,2,902,0,254,1156,2,4,1,3,1187,530,0,1717,0,0,2,1,3,1,3,7,1,4,1990.0,2,2,400,3,168,36,0,0,0,0,0,4,2007,187500,2873,2.5,2.5,17,204,2619,3273,17.0,16,78.04628310781021
882,883,60,0.0,9636,6,5,1992,1993,6,0,0.0,2,2,3,0,0,808,808,2,3,1,3,808,785,0,1593,0,0,2,1,3,1,2,7,1,4,1993.0,2,2,389,3,342,40,0,0,0,0,0,12,2009,178000,2401,2.5,2.5,17,382,1593,2790,16.0,16,76.84454061251664
883,884,75,60.0,6204,4,5,1912,1950,1,0,0.0,3,2,3,0,0,795,795,2,2,0,3,954,795,481,2230,1,0,1,0,5,1,2,10,0,2,1997.0,1,1,440,3,0,188,0,0,0,0,0,3,2006,118500,2544,1.0,2.0,94,188,1749,2984,9.0,56,56.219782992682305
884,885,20,65.0,7150,5,5,1967,1967,3,3,60.0,2,2,2,432,0,460,892,2,2,1,3,892,0,0,892,0,0,1,0,3,1,2,5,0,4,1967.0,2,1,288,3,0,0,0,0,0,0,0,7,2009,100000,1784,1.0,1.0,42,0,1324,2072,42.0,42,62.495892085837696
885,886,120,50.0,5119,9,5,1999,2000,1,3,60.0,3,2,3,1238,0,460,1698,2,4,1,3,1709,0,0,1709,1,0,2,0,2,1,3,5,1,4,1999.0,3,2,506,3,97,65,0,0,0,0,0,1,2008,328900,3407,2.0,3.0,9,162,2947,3913,9.0,8,82.65035776115711
886,887,90,70.0,8393,5,5,1959,2005,1,3,122.0,2,2,2,528,0,1098,1626,2,4,1,3,1712,0,0,1712,0,0,2,0,4,2,2,8,0,4,2005.0,3,2,588,3,272,54,0,0,0,0,0,6,2006,145000,3338,2.0,2.0,47,326,2240,3926,1.0,1,62.495892085837696
887,888,50,59.0,16466,5,7,1955,1955,1,0,0.0,2,3,3,0,0,816,816,2,2,1,3,872,521,0,1393,0,0,1,1,3,1,2,8,0,4,1955.0,1,1,300,3,121,0,0,0,265,0,0,4,2008,135500,2209,1.5,1.5,53,386,1393,2509,53.0,53,57.244515282205136
888,889,20,95.0,15865,8,6,1970,1970,1,0,0.0,3,3,3,351,823,1043,2217,2,4,1,3,2217,0,0,2217,1,0,2,0,4,1,3,8,1,4,1970.0,1,2,621,3,81,207,0,0,224,0,0,10,2007,268000,4434,2.0,3.0,37,512,3391,5055,37.0,37,62.495892085837696
889,890,20,128.0,12160,6,4,1953,1953,1,3,90.0,2,2,2,1024,0,481,1505,2,4,1,3,1505,0,0,1505,1,0,1,0,2,1,2,6,1,4,1953.0,2,2,505,3,0,0,0,162,0,0,0,2,2009,149500,3010,1.0,2.0,56,162,2529,3515,56.0,56,62.495892085837696
890,891,50,60.0,8064,5,7,1949,2006,1,0,0.0,2,3,2,0,0,672,672,2,4,1,3,672,252,0,924,0,0,1,0,3,1,2,6,1,2,2003.0,1,2,576,3,0,0,0,0,0,0,2000,7,2007,122900,1596,1.0,1.0,58,0,924,2172,4.0,1,62.495892085837696
891,892,60,70.0,11184,6,5,1978,1978,3,3,92.0,2,2,2,226,500,192,918,2,3,1,3,918,765,0,1683,0,0,2,1,3,1,2,7,1,4,1978.0,2,2,440,3,243,0,0,0,0,0,0,7,2009,172500,2601,2.5,2.5,31,243,2409,3041,31.0,31,62.675326605163775
892,893,20,70.0,8414,6,8,1963,2003,3,0,0.0,2,2,2,663,0,396,1059,2,2,1,3,1068,0,0,1068,0,1,1,0,3,1,2,6,0,4,1963.0,2,1,264,3,192,0,0,0,0,0,0,2,2006,154500,2127,1.0,1.5,43,192,1731,2391,43.0,3,62.675326605163775
893,894,20,0.0,13284,5,5,1954,1954,1,0,0.0,2,2,3,1064,0,319,1383,2,2,1,3,1383,0,0,1383,1,0,1,0,3,1,2,6,1,4,1954.0,1,1,354,3,511,116,0,0,0,0,0,6,2008,165000,2766,1.0,2.0,54,627,2447,3120,54.0,54,62.675326605163775
894,895,90,64.0,7018,5,5,1979,1979,4,0,0.0,2,2,0,0,0,0,0,2,2,1,3,1535,0,0,1535,0,0,2,0,4,2,2,8,0,4,1979.0,1,2,400,3,0,0,0,0,0,0,0,6,2009,118858,1535,2.0,2.0,30,0,1535,1935,30.0,30,71.1354746978608
895,896,60,71.0,7056,6,5,1963,1963,3,3,415.0,2,2,2,400,0,380,780,2,2,1,3,983,813,0,1796,1,0,1,1,4,1,2,8,1,4,1963.0,2,2,483,3,0,50,0,0,0,0,0,10,2008,140000,2576,1.5,2.5,45,50,2196,3059,45.0,45,62.495892085837696
